NodeId,ToNodeId
9811217,9607207
9811217,9608194
9811217,9609239
9811217,9610154
9811217,9610162
9811217,9611063
9811217,9611201
9811217,9612108
9811217,9701023
9811217,9701147
9811217,9701162
9811217,9701165
9811217,9701175
9811217,9702061
9811217,9704097
9811217,9705030
9811217,9705044
9811217,9705104
9811217,9705174
9811217,9705220
9811217,9706005
9811217,9706110
9811217,9706226
9811217,9711013
9811217,9801139
9811217,9802194
9811217,9802202
9811217,9803224
9811217,9804176
9811217,9805189
9811217,9806094
9811217,9807096
9909229,9301042
9909229,9408099
9909229,9503212
9909229,9504090
9909229,9505105
9909229,9505162
9909229,9507121
9909229,9508155
9909229,9511030
9909229,9511164
9909229,9603167
9909229,9605036
9909229,9607163
9909229,9608085
9909229,9702038
9909229,9705030
9909229,9705044
9909229,9705104
9909229,9706195
9909229,9802194
9909229,9806094
9909229,9810064
9909229,9903224
9909229,9907041
9909229,9907178
9909229,9908142
9909229,9909101
9910238,9503124
9910238,9504090
9910238,9505105
9910238,9505162
9910238,9507158
9910238,9511030
9910238,9606017
9910238,9606122
9910238,9607163
9910238,9607207
9910238,9608039
9910238,9608086
9910238,9611063
9910238,9611201
9910238,9611230
9910238,9612131
9910238,9706195
9910238,9707042
9910238,9802194
9910238,9901126
9910238,9909229
9910248,9401139
9910248,9404151
9910248,9407087
9910248,9505105
9910248,9506112
9910248,9507050
9910248,9507151
9910248,9507158
9910248,9508155
9910248,9601036
9910248,9602114
9910248,9602118
9910248,9603161
9910248,9607163
9910248,9607207
9910248,9608086
9910248,9609239
9910248,9611137
9910248,9611230
9910248,9701162
9910248,9703082
9910248,9705104
9910248,9707014
9910248,9707042
9910248,9712042
9910248,9802194
9910248,9805206
9910248,9806094
9910248,9907041
9910248,9909229
9910248,9910238
9910268,9503124
9910268,9601036
9910268,9602114
9910268,9603161
9910268,9604034
9910268,9605200
9910268,9606086
9910268,9607163
9910268,9607207
9910268,9609239
9910268,9611063
9910268,9611201
9910268,9701162
9910268,9702038
9910268,9705030
9910268,9705044
9910268,9705104
9910268,9705220
9910268,9706005
9910268,9706110
9910268,9707042
9910268,9811217
9910268,9904115
9910268,9909229
9910268,9910216
9910268,9910238
9910268,9910248
0001002,9201007
0001002,9204031
0001002,9210123
0001002,9304062
0001002,9306005
0001002,9402089
0001002,9604090
0001002,9803235
0001002,9807051
0001002,9809015
0001002,9810063
0001002,9812035
0001002,9902125
0001002,9902155
0001002,9904017
0001002,9905012
0001002,9905210
0001002,9906064
0001002,9906194
0001002,9907070
0001002,9907209
0001002,9908076
0001002,9908116
0001002,9908186
0001002,9909001
0001002,9909041
0001002,9909053
0001002,9909058
0001002,9909121
0001002,9909134
0001002,9910149
0001002,9910219
0001002,9912012
0001002,9912118
0001002,9912132
0001002,9912187
9803235,9506144
9803235,9510161
9803235,9510209
9803235,9510227
9803235,9511108
9803235,9511203
9803235,9601150
9803235,9602070
9803235,9603004
9803235,9603142
9803235,9605033
9803235,9605136
9803235,9606036
9803235,9608019
9803235,9608173
9803235,9609209
9803235,9610151
9803235,9611134
9803235,9611196
9803235,9701048
9803235,9704177
9803235,9706171
9803235,9706195
9803235,9707143
9803235,9707208
9803235,9707223
9803235,9708031
9803235,9709043
9803235,9709049
9803235,9709214
9803235,9710208
9803235,9711080
9803235,9711197
9803235,9712214
9803235,9801030
9803235,9801087
9803235,9801123
9803235,9801204
9803235,9802111
9803235,9802148
9905210,9310151
9905210,9510209
9905210,9602070
9905210,9603133
9905210,9604090
9905210,9607164
9905210,9608173
9905210,9609209
9905210,9611213
9905210,9711200
9905210,9801206
9905210,9803235
9905210,9805157
9905210,9807051
9905210,9809124
9905210,9809147
9905210,9810155
9905210,9811089
9905210,9811141
9905210,9811193
9905210,9812093
9905210,9812118
9905210,9812163
9905210,9902071
9905210,9903019
9905210,9903225
9905210,9904021
9905210,9905012
9905210,9905096
9907209,9809124
9907209,9811141
9907209,9905210
9907209,9906064
9910219,9803235
9910219,9902071
9910219,9903225
9910219,9905012
9910219,9905210
9910219,9906064
9910219,9909053
9910219,9909103
9910219,9910093
0001003,9912242
9912242,9905221
9912242,9906064
9912242,9907209
9912242,9909127
9912242,9909130
9912242,9910269
9912242,9912160
0001004,9810131
0001005,9311183
0001005,9506135
0001005,9601078
0001005,9603097
0001005,9611092
0001005,9611194
0001005,9712257
0001005,9805026
0001005,9811178
0001005,9901099
0001005,9902132
0001005,9904145
0001005,9908025
0001005,9908036
0001005,9908040
0001005,9909030
0001005,9909114
0001005,9909140
0001005,9909163
0001005,9910148
0001005,9912239
9712257,208020
9712257,9309105
9712257,9311183
9712257,9403040
9712257,9503207
9712257,9506014
9712257,9506135
9712257,9509171
9712257,9510017
9712257,9603097
9712257,9605042
9712257,9606112
9712257,9607229
9712257,9610192
9712257,9611064
9712257,9612148
9712257,9701190
9712257,9702037
9712257,9702194
9712257,9702195
9712257,9706057
9712257,9707068
9712257,9708040
9712257,9708141
9712257,9708166
9712257,9711029
9712257,9711069
9712257,9711201
9712257,9712186
9912239,9404101
9912239,9503207
9912239,9603097
9912239,9712257
9912239,9811178
9912239,9904145
9912239,9908036
9912239,9909030
9912239,9909114
9912239,9909140
9912239,9910148
0001006,9910243
9910243,9501063
9910243,9511002
9910243,9805093
0001007,9405171
0001007,9807069
0001007,9901148
0001007,9911150
0001008,9301008
0001008,9301014
0001008,9303112
0001008,9405029
0001008,9409139
0001008,9507046
0001009,9610215
0001010,9603136
0001010,9608174
0001010,9706225
0001010,9808157
0001010,9901128
9706225,9408074
9706225,9501096
9706225,9506002
9706225,9510135
9706225,9511222
9706225,9606082
9706225,9608169
9706225,9608174
9706225,9611043
9706225,9612143
9706225,9612182
9706225,9702106
9706225,9704167
9706225,9705117
9706225,9705127
9706225,9705138
0001011,9510135
0001011,9610043
0001011,9612115
0001011,9703038
0001011,9703078
0001011,9708039
0001011,9710231
0001011,9711162
0001011,9711200
0001011,9712072
0001011,9804041
0001011,9804163
0001011,9805069
0001011,9902004
0001011,9903205
0001011,9907211
0001011,9908019
0001011,9908142
0001011,9909081
0001011,9909176
9710231,9204083
9710231,9308139
9710231,9403058
9710231,9405069
9710231,9407111
9710231,9408074
9710231,9409089
9710231,9410167
9710231,9501068
9710231,9503124
9710231,9504095
9710231,9505073
9710231,9506126
9710231,9507048
9710231,9508154
9710231,9510086
9710231,9510135
9710231,9510169
9710231,9510209
9710231,9511043
9710231,9511193
9710231,9512059
9710231,9512062
9710231,9512196
9710231,9512219
9710231,9602010
9710231,9602022
9710231,9602071
9710231,9602102
9710231,9602114
9710231,9602144
9710231,9603009
9710231,9603081
9710231,9603113
9710231,9603127
9710231,9603142
9710231,9603161
9710231,9604042
9710231,9604055
9710231,9604133
9710231,9604139
9710231,9605053
9710231,9606185
9710231,9607057
9710231,9607201
9710231,9608024
9710231,9608096
9710231,9608117
9710231,9609159
9710231,9609161
9710231,9610043
9710231,9610082
9710231,9610236
9710231,9611042
9710231,9611050
9710231,9611164
9710231,9611202
9710231,9611215
9710231,9612087
9710231,9612121
9710231,9612157
9710231,9612162
9710231,9612198
9710231,9612223
9710231,9701025
9710231,9702006
9710231,9702101
9710231,9702136
9710231,9702187
9710231,9702203
9710231,9703030
9710231,9703052
9710231,9703056
9710231,9703102
9710231,9703208
9710231,9703218
9710231,9704018
9710231,9704029
9710231,9704041
9710231,9704080
9710231,9704089
9710231,9704123
9710231,9704127
9710231,9704158
9710231,9704197
9710231,9705046
9710231,9705055
9710231,9705110
9710231,9705113
9710231,9705117
9710231,9705132
9710231,9705175
9710231,9705188
9710231,9705190
9710231,9706039
9710231,9706072
9710231,9706177
9710231,9706194
9710231,9706196
9710231,9707014
9710231,9707079
9710231,9707093
9710231,9707099
9710231,9707164
9710231,9707217
9710231,9707228
9710231,9707250
9710231,9707259
9710231,9708012
9710231,9708022
9710231,9708034
9710231,9708037
9710231,9708063
9710231,9708119
9710231,9709107
9710231,9709220
9710231,9710009
9710231,9710014
9710231,9710104
9710231,9710174
9710231,9710178
9903205,9310187
9903205,9603097
9903205,9611050
9903205,9612205
9903205,9706132
9903205,9711162
9903205,9711165
9903205,9803031
9903205,9803067
9903205,9804188
9903205,9806099
9903205,9810072
9903205,9811178
9903205,9811237
9903205,9812193
9903205,9812219
9903205,9902004
9907211,9503124
9907211,9510017
9907211,9510135
9907211,9608024
9907211,9610043
9907211,9612157
9907211,9703056
9907211,9704080
9907211,9708012
9907211,9708147
9907211,9709027
9907211,9709220
9907211,9710009
9907211,9712185
9907211,9807060
9907211,9812184
9907211,9812239
9907211,9903210
9907211,9904095
0001012,9205059
0001012,9206053
0001012,9302035
0001012,9306002
0001012,9403141
0001012,9405136
0001012,9506136
0001012,9507109
0001012,9702190
0001012,9911110
0001013,1002
0001013,1003
0001013,9906064
0001013,9907209
0001013,9909076
0001013,9909127
0001013,9909130
0001013,9909205
0001013,9911055
0001013,9911234
0001013,9912276
9909205,9210123
9909205,9301052
9909205,9604090
9909205,9808138
9909205,9903225
9909205,9906064
9909205,9908018
9909205,9909058
9909205,9909070
9909205,9909130
9909205,9909134
9911234,9604090
9911234,9905210
9911234,9906182
9911234,9907209
9911234,9908076
9911234,9908104
9911234,9908116
9911234,9908174
9911234,9908186
9911234,9909001
9911234,9909048
9911234,9909053
9911234,9909058
9911234,9909076
9911234,9909134
9911234,9909199
9911234,9910081
9911234,9912182
9912276,9906064
9912276,9912018
0001014,9502097
0001014,9606100
0001014,9803011
0001014,9806244
0001014,9807215
0001014,9903055
0001014,9903266
0001014,9904136
9806244,9411080
9806244,9511139
9806244,9511176
9806244,9606100
9806244,9606105
9806244,9612091
9806244,9702053
9806244,9705216
9806244,9710093
9806244,9803011
9806244,9803030
9806244,9803079
9806244,9805022
9807215,9807078
0001015,9811016
0001016,9607049
0001016,9711002
0001016,9711200
0001016,9802109
0001016,9802150
0001016,9805114
0001016,9806087
0001016,9806217
0001016,9807226
0001016,9808057
0001016,9810126
0001016,9902012
0001016,9903190
0001016,9903241
0001016,9906164
0001016,9907158
0001016,9911215
0001016,9912012
0001016,9912018
9806217,9303139
9806217,9412184
9806217,9510017
9806217,9510135
9806217,9602052
9806217,9603167
9806217,9610043
9806217,9611050
9806217,9611230
9806217,9701125
9806217,9702201
9806217,9703031
9806217,9703040
9806217,9703166
9806217,9708005
9806217,9710014
9806217,9711200
9806217,9802076
9806217,9802109
9806217,9802150
9806217,9803023
9806217,9805028
9806217,9805114
9807226,9409089
9807226,9607049
9807226,9711002
9807226,9711200
9807226,9802109
9807226,9802150
9807226,9803001
9807226,9803002
9807226,9803023
9807226,9803131
9807226,9804101
9807226,9805015
9807226,9805114
9807226,9805143
9807226,9806075
9807226,9806087
9903241,9507048
9903241,9604139
9903241,9612128
9903241,9706109
9903241,9708034
9903241,9711116
9903241,9712130
9903241,9803138
9903241,9805112
9903241,9808182
9903241,9811010
9903241,9811048
9903241,9901060
9911215,9711200
9911215,9803001
9911215,9803002
9911215,9803131
9911215,9805015
9911215,9806075
9911215,9806217
9911215,9807226
9911215,9808057
9911215,9811035
9911215,9812187
9911215,9902012
9911215,9903190
9911215,9904017
9911215,9907158
9911215,9909043
9911215,9910099
0001017,9609035
0001017,9610193
0001017,9807069
0001017,9808129
0001017,9811053
0001017,9811077
0001017,9811171
0001017,9902140
0001017,9903223
0001017,9905215
9903223,9506026
9903223,9611228
9903223,9807069
9903223,9808127
9903223,9901037
9905215,9610101
9905215,9610193
9905215,9709109
9905215,9805153
9905215,9807069
9905215,9808129
9905215,9905127
0001018,9603087
0001018,9604035
0001018,9604179
0001018,9609212
0001018,9701042
0001018,9801049
0001018,9802163
0001018,9906048
0001018,9906064
0001018,9908076
0001018,9909130
0001018,9909205
0001018,9911043
0001018,9911218
0001018,9912118
0001018,9912135
0001018,9912175
0001018,9912242
9609212,9409021
9609212,9412184
9609212,9508177
9609212,9510017
9609212,9510086
9609212,9511043
9609212,9511045
9609212,9512059
9609212,9512077
9609212,9601077
9609212,9601177
9609212,9602052
9609212,9603087
9609212,9603123
9609212,9604035
9609212,9604068
9609212,9604091
9609212,9604156
9609212,9604166
9609212,9604168
9609212,9604179
9609212,9604189
9609212,9606118
9609212,9609095
9911218,9701042
9911218,9806069
9911218,9902208
9911218,9906064
9911218,9906204
9911218,9908076
9911218,9909127
9911218,9910081
9911218,9910093
0001019,2049
0001019,9605022
0001019,9703097
0001019,9707253
0001019,9908101
0001019,9908149
0001019,9909210
0001019,9912176
0001019,9912223
0002049,9510221
0002049,9703097
0002049,9707253
0002049,9710101
0002049,9812059
0002049,9901011
0002049,9901086
0002049,9907192
0002049,9908101
0002049,9908149
0002049,9912176
9707253,9406048
9707253,9503023
9707253,9510221
9707253,9605022
9707253,9703097
9707253,9703187
9909210,9607186
9909210,9707122
9909210,9810065
9909210,9811015
9909210,9901086
9909210,9908101
9912223,9601019
9912223,9605022
9912223,9711168
9912223,9809199
9912223,9810062
9912223,9812059
9912223,9901011
9912223,9906043
9912223,9907192
9912223,9908101
9912223,9909210
9912223,9910097
9912223,9912176
0001020,9805177
0001021,9401139
0001021,9406206
0001021,9505186
0001021,9510017
0001021,9604136
0001021,9606187
0001021,9609198
0001021,9701178
0001021,9704157
0001021,9705105
0001021,9705193
0001021,9801102
0001021,9806068
0001021,9906007
0001021,9912105
9406206,9210021
9406206,9302033
9406206,9303016
9406206,9304155
9406206,9308112
9406206,9308154
9406206,9309039
9406206,9401147
9406206,9403155
9406206,9403191
9406206,9406082
0001022,9311055
0001022,9802096
0001022,9902115
0001023,9512044
0001023,9612084
0001023,9706031
0001023,9908073
0001023,9910131
0001023,9912113
0001024,9301050
0001024,9512153
0001024,9606139
0001024,9612128
0001024,9702202
0001024,9704057
0001024,9710129
0001024,9811022
0001024,9812074
0001024,9904109
0001024,9905196
0001024,9905217
0001024,9907066
0001024,9909007
0001024,9909015
0001024,9909098
0001024,9910095
0001024,9911080
0001024,9912081
0001024,9912226
9702202,9205115
9702202,9405124
9702202,9410073
9702202,9501068
9702202,9501069
9702202,9504081
9702202,9506052
9702202,9511162
9702202,9602167
9702202,9603087
9702202,9604035
9702202,9604179
9702202,9605053
9702202,9606139
9702202,9607164
9702202,9608085
9702202,9611230
9702202,9612095
9702202,9612121
9702202,9612204
9702202,9702163
9905217,9612128
9905217,9706109
9905217,9710120
9905217,9711083
9905217,9711099
9905217,9801166
9905217,9807140
9905217,9812116
9905217,9901032
9905217,9905196
9912226,9702008
9912226,9702111
9912226,9708003
9912226,9709014
9912226,9710033
9912226,9803216
9912226,9904097
9912226,9907170
0001025,9203079
0001025,9203084
0001025,9301042
0001025,9301043
0001025,9308005
0001025,9308083
0001025,9308122
0001025,9309097
0001025,9309140
0001025,9311042
0001025,9402119
0001025,9403123
0001025,9403187
0001025,9404060
0001025,9406055
0001025,9502072
0001025,9504090
0001025,9507012
0001025,9507158
0001025,9510227
0001025,9512016
0001025,9606040
0001025,9606112
0001025,9609017
0001025,9612181
0001025,9710206
0001025,9710230
0001025,9712186
0001025,9804131
0001025,9807056
0001025,9807087
0001025,9810188
0001025,9811237
0001025,9903139
0001025,9906200
0001025,9907013
0001025,9908135
0001025,9910170
0001025,9912279
9510227,9305083
9510227,9502072
9510227,9503030
9510227,9504090
9510227,9504145
9510227,9510017
9510227,9510074
9710206,9304154
9710206,9310003
9710206,9310035
9710206,9507158
9710206,9510016
9710206,9510017
9710206,9510225
9710206,9511030
9710206,9511164
9710206,9511222
9710206,9512077
9710206,9512078
9710206,9604198
9710206,9605033
9710206,9606112
9710206,9606139
9710206,9608116
9710206,9610234
9710206,9611040
9710206,9612052
9710206,9612143
9710206,9612214
9710206,9701015
9710206,9702173
9710206,9702180
9710206,9702184
9710206,9707044
9710206,9707174
9710206,9710063
9811237,208020
9811237,9202085
9811237,9310187
9811237,9311092
9811237,9402113
9811237,9406125
9811237,9503014
9811237,9503207
9811237,9506014
9811237,9507158
9811237,9509171
9811237,9510008
9811237,9511043
9811237,9511173
9811237,9603097
9811237,9604091
9811237,9608024
9811237,9701137
9811237,9701190
9811237,9702093
9811237,9704006
9811237,9704151
9811237,9706132
9811237,9707068
9811237,9708141
9811237,9711162
9811237,9711165
9811237,9712197
9811237,9712257
9811237,9802067
9811237,9806121
9811237,9806155
9811237,9806199
9811237,9809097
9912279,9405012
9912279,9511222
9912279,9604119
9912279,9605033
9912279,9609122
9912279,9610234
9912279,9704006
9912279,9710206
9912279,9710230
9912279,9805112
9912279,9805170
9912279,9806016
9912279,9810188
9912279,9901042
9912279,9907189
9912279,9908107
9912279,9912086
0001026,9310144
0001026,9312059
0001026,9405110
0001026,9411163
0001026,9412228
0001026,9910178
9412228,9201017
9412228,9201041
9412228,9202021
9412228,9204044
9412228,9204065
9412228,9205018
9412228,9205088
9412228,9206061
9412228,9206084
9412228,9206097
9412228,9207067
9412228,9208027
9412228,9208047
9412228,9209007
9412228,9209037
9412228,9210026
9412228,9210115
9412228,9211040
9412228,9211072
9412228,9211096
9412228,9211107
9412228,9212072
9412228,9301103
9412228,9301122
9412228,9302020
9412228,9303027
9412228,9303136
9412228,9303167
9412228,9304057
9412228,9304061
9412228,9305026
9412228,9305087
9412228,9306101
9412228,9306147
9412228,9307088
9412228,9308001
9412228,9308076
9412228,9309011
9412228,9309027
9412228,9309085
9412228,9309140
9412228,9310080
9412228,9310126
9412228,9310166
9412228,9311157
9412228,9312185
9412228,9312206
9412228,9401148
9412228,9401161
9412228,9403143
9412228,9404170
9412228,9405109
9412228,9405112
0001027,9603053
0001027,9612115
0001027,9711162
0001027,9802068
0001027,9802085
0001027,9903077
0001027,9903107
0001027,9903187
0001027,9908038
0001027,9908141
0001027,9908142
0001027,9910004
0001027,9910091
0001027,9911041
0001027,9911098
0001027,9912072
0001027,9912075
0001027,9912094
0001027,9912167
0001028,9706175
0001028,9712195
0001028,9802162
0001028,9809070
0001028,9812136
0001028,9910055
0001029,9209101
0001029,9503124
0001029,9505105
0001029,9505162
0001029,9506112
0001029,9507012
0001029,9507050
0001029,9510169
0001029,9510209
0001029,9602022
0001029,9602052
0001029,9602114
0001029,9603142
0001029,9603161
0001029,9605150
0001029,9608111
0001029,9609070
0001029,9609071
0001029,9609111
0001029,9611007
0001029,9707014
0001029,9711098
0001029,9712028
0001029,9712035
0001029,9712086
0001029,9804176
0001029,9805056
0001029,9809122
0001029,9811194
0001029,9812028
0001029,9812209
0001029,9907134
0001029,9907164
9510209,208020
9510209,9310035
9510209,9404101
9510209,9407031
9510209,9412184
9510209,9501068
9510209,9503124
9510209,9506156
9510209,9506160
9510209,9506194
9510209,9507048
9510209,9508143
9510209,9508154
9510209,9509106
9510209,9509148
9510209,9510017
9510209,9510086
9510209,9510169
9812209,9406175
9812209,9411188
9812209,9510182
9812209,9511222
9812209,9602022
9812209,9605150
9812209,9607020
9812209,9607091
9812209,9607139
9812209,9608186
9812209,9609017
9812209,9609071
9812209,9610251
9812209,9611137
9812209,9705237
9812209,9709013
9812209,9801205
9812209,9802168
9812209,9802189
9812209,9804176
9812209,9804210
9812209,9805131
9812209,9805220
9812209,9807087
9812209,9809026
9812209,9810157
9812209,9811228
9812209,9812028
0001030,9406173
0001030,9612009
0001030,9704150
0001030,9902165
0001031,9806236
0001031,9908142
0001031,9910096
9806236,9208074
9806236,9611024
9806236,9711162
9806236,9711165
9806236,9711200
9806236,9712043
9806236,9712239
9806236,9712246
9806236,9802023
9806236,9802047
9806236,9802068
9806236,9802069
9806236,9802109
9806236,9802150
9806236,9804172
9806236,9805125
0001032,9807198
0001032,9908142
0001032,9909081
0001032,9909176
0001032,9910138
0001032,9912070
0001033,1002
0001033,1003
0001033,1013
0001033,1018
0001033,1071
0001033,9201007
0001033,9604090
0001033,9905012
0001033,9905210
0001033,9906064
0001033,9906182
0001033,9906204
0001033,9907209
0001033,9908076
0001033,9908104
0001033,9908116
0001033,9908186
0001033,9909001
0001033,9909041
0001033,9909048
0001033,9909053
0001033,9909070
0001033,9909076
0001033,9909103
0001033,9909127
0001033,9909130
0001033,9909134
0001033,9909199
0001033,9909205
0001033,9910081
0001033,9910093
0001033,9910132
0001033,9910149
0001033,9910174
0001033,9910219
0001033,9910269
0001033,9911043
0001033,9911055
0001033,9911083
0001033,9911104
0001033,9911165
0001033,9911181
0001033,9911218
0001033,9911234
0001033,9911237
0001033,9912001
0001033,9912060
0001033,9912118
0001033,9912125
0001033,9912132
0001033,9912135
0001033,9912160
0001033,9912166
0001033,9912175
0001033,9912182
0001033,9912186
0001033,9912187
0001033,9912193
0001033,9912230
0001033,9912232
0001033,9912233
0001033,9912242
0001033,9912287
0001071,1002
0001071,1033
0001071,9207091
0001071,9702103
0001071,9704142
0001071,9803235
0001071,9812035
0001071,9906064
0001071,9906194
0001071,9909058
0001071,9909070
0001071,9909130
0001071,9909134
0001071,9909205
0001071,9910021
0001071,9911218
0001071,9912027
0001071,9912053
0001071,9912060
0001071,9912132
9906204,9307049
9906204,9508042
9906204,9511203
9906204,9602070
9906204,9603133
9906204,9607164
9906204,9608173
9906204,9711200
9906204,9802109
9906204,9802150
9906204,9803235
9906204,9810126
9906204,9811045
9906204,9812035
9906204,9904017
9906204,9905096
9906204,9906064
9906204,9906182
9910269,9510209
9910269,9512170
9910269,9604090
9910269,9803235
9910269,9808138
9910269,9901012
9910269,9906064
9910269,9909205
9911237,9706012
9911237,9711038
9911237,9905012
9911237,9905210
9911237,9906204
9911237,9907209
9911237,9908076
9911237,9908104
9911237,9908116
9911237,9908186
9911237,9909041
9911237,9909053
9911237,9909070
9911237,9909076
9911237,9909134
9911237,9909199
9911237,9910081
9911237,9910149
9911237,9910202
9911237,9911104
9912230,9303160
9912230,9409111
9912230,9509166
9912230,9510017
9912230,9511134
9912230,9512210
9912230,9606102
9912230,9609238
9912230,9610168
9912230,9703028
9912230,9711163
9912230,9804084
9912230,9808124
9912230,9902055
9912230,9906064
9912230,9906204
9912230,9908076
9912230,9908104
9912230,9908116
9912230,9908139
9912230,9909048
9912230,9909058
9912230,9909068
9912230,9909076
9912230,9910093
9912230,9910219
9912230,9911237
9912230,9912125
9912232,9510017
9912232,9611213
9912232,9612128
9912232,9704045
9912232,9711200
9912232,9802109
9912232,9802150
9912232,9905210
9912232,9906064
9912232,9906182
9912232,9907082
9912232,9907209
9912232,9908076
9912232,9909001
9912232,9909058
9912232,9909134
9912232,9910093
9912232,9910132
9912232,9911218
9912232,9912001
9912233,9510209
9912233,9603142
9912233,9604090
9912233,9906064
9912233,9909058
9912233,9909130
9912233,9909205
9912233,9910093
9912233,9910149
