NodeId,ToNodeId,Date
9605222,9503124,1996-05-03
9605222,9503212,1996-05-03
9605222,9504090,1996-05-03
9605222,9504145,1996-05-03
9605222,9507012,1996-05-03
9605222,9507121,1996-05-03
9605222,9510055,1996-05-03
9605222,9510225,1996-05-03
9605222,9511030,1996-05-03
9605222,9601036,1996-05-03
9605222,9605036,1996-05-03
9607207,9407087,1996-07-01
9607207,9408099,1996-07-01
9607207,9411149,1996-07-01
9607207,9508107,1996-07-01
9607207,9512077,1996-07-01
9607207,9602167,1996-07-01
9607207,9603042,1996-07-01
9607207,9605150,1996-07-01
9607207,9605199,1996-07-01
9607207,9606017,1996-07-01
9607207,9607163,1996-07-01
9609239,9301042,1996-09-03
9609239,9305142,1996-09-03
9609239,9308122,1996-09-03
9609239,9407087,1996-09-03
9609239,9408099,1996-09-03
9609239,9410167,1996-09-03
9609239,9412236,1996-09-03
9609239,9503124,1996-09-03
9609239,9504034,1996-09-03
9609239,9504145,1996-09-03
9609239,9505053,1996-09-03
9609239,9505105,1996-09-03
9609239,9505162,1996-09-03
9609239,9506110,1996-09-03
9609239,9506112,1996-09-03
9609239,9507012,1996-09-03
9609239,9507050,1996-09-03
9609239,9507115,1996-09-03
9609239,9507121,1996-09-03
9609239,9507151,1996-09-03
9609239,9507153,1996-09-03
9609239,9508107,1996-09-03
9609239,9508155,1996-09-03
9609239,9509042,1996-09-03
9609239,9509161,1996-09-03
9609239,9510017,1996-09-03
9609239,9510106,1996-09-03
9609239,9510225,1996-09-03
9609239,9510234,1996-09-03
9609239,9511108,1996-09-03
9609239,9511171,1996-09-03
9609239,9511222,1996-09-03
9609239,9601014,1996-09-03
9609239,9601108,1996-09-03
9609239,9602051,1996-09-03
9609239,9602118,1996-09-03
9609239,9603108,1996-09-03
9609239,9605200,1996-09-03
9609239,9606086,1996-09-03
9609239,9608194,1996-09-03
9609239,9609071,1996-09-03
9705220,9409188,1997-05-02
9705220,9501030,1997-05-02
9705220,9503124,1997-05-02
9705220,9504090,1997-05-02
9705220,9504145,1997-05-02
9705220,9506011,1997-05-02
9705220,9509175,1997-05-02
9705220,9510225,1997-05-02
9705220,9511164,1997-05-02
9705220,9601014,1997-05-02
9705220,9601108,1997-05-02
9705220,9603003,1997-05-02
9705220,9603042,1997-05-02
9705220,9604034,1997-05-02
9705220,9605154,1997-05-02
9705220,9605200,1997-05-02
9705220,9606040,1997-05-02
9705220,9606086,1997-05-02
9705220,9607207,1997-05-02
9705220,9608039,1997-05-02
9705220,9608047,1997-05-02
9705220,9608086,1997-05-02
9705220,9609070,1997-05-02
9705220,9609071,1997-05-02
9705220,9609239,1997-05-02
9705220,9610076,1997-05-02
9705220,9610111,1997-05-02
9705220,9610251,1997-05-02
9705220,9611063,1997-05-02
9705220,9611090,1997-05-02
9705220,9611201,1997-05-02
9705220,9611230,1997-05-02
9705220,9612052,1997-05-02
9705220,9612085,1997-05-02
9705220,9612131,1997-05-02
9705220,9701015,1997-05-02
9705220,9701162,1997-05-02
9705220,9702014,1997-05-02
9705220,9702038,1997-05-02
9705220,9702154,1997-05-02
9705220,9702180,1997-05-02
9705220,9702198,1997-05-02
9705220,9703100,1997-05-02
9705220,9703110,1997-05-02
9705220,9703166,1997-05-02
9705220,9703167,1997-05-02
9705220,9703210,1997-05-02
9705220,9704043,1997-05-02
9705220,9704044,1997-05-02
9705220,9704061,1997-05-02
9705220,9704104,1997-05-02
9705220,9704170,1997-05-02
9705220,9705004,1997-05-02
9705220,9705030,1997-05-02
9705220,9705044,1997-05-02
9705220,9705104,1997-05-02
9710230,9201059,1997-10-03
9710230,9504090,1997-10-03
9710230,9507158,1997-10-03
9710230,9510017,1997-10-03
9710230,9511222,1997-10-03
9710230,9512077,1997-10-03
9710230,9605033,1997-10-03
9710230,9609017,1997-10-03
9710230,9610234,1997-10-03
9710230,9710206,1997-10-03
9805206,9503124,1998-05-01
9805206,9511030,1998-05-01
9805206,9512053,1998-05-01
9805206,9602114,1998-05-01
9805206,9603003,1998-05-01
9805206,9603161,1998-05-01
9805206,9603167,1998-05-01
9805206,9605131,1998-05-01
9805206,9605184,1998-05-01
9805206,9611137,1998-05-01
9805206,9612108,1998-05-01
9805206,9701162,1998-05-01
9805206,9702038,1998-05-01
9805206,9705030,1998-05-01
9805206,9705044,1998-05-01
9805206,9705104,1998-05-01
9805206,9801057,1998-05-01
9805206,9802194,1998-05-01
9805206,9805056,1998-05-01
9805206,9805189,1998-05-01
9811217,9309097,1998-11-02
9811217,9402119,1998-11-02
9811217,9407087,1998-11-02
9811217,9408099,1998-11-02
9811217,9412117,1998-11-02
9811217,9505054,1998-11-02
9811217,9507050,1998-11-02
9811217,9508155,1998-11-02
9811217,9511030,1998-11-02
9811217,9601036,1998-11-02
9811217,9601108,1998-11-02
9811217,9602022,1998-11-02
9811217,9602114,1998-11-02
9811217,9603161,1998-11-02
9811217,9603170,1998-11-02
9811217,9604030,1998-11-02
9811217,9604034,1998-11-02
9811217,9604198,1998-11-02
9811217,9605033,1998-11-02
9811217,9605053,1998-11-02
9811217,9605150,1998-11-02
9811217,9605184,1998-11-02
9811217,9605200,1998-11-02
9811217,9605222,1998-11-02
9811217,9606086,1998-11-02
9811217,9606122,1998-11-02
9811217,9607207,1998-11-02
9811217,9608194,1998-11-02
9811217,9609239,1998-11-02
9811217,9610154,1998-11-02
9811217,9610162,1998-11-02
9811217,9611063,1998-11-02
9811217,9611201,1998-11-02
9811217,9612108,1998-11-02
9811217,9701023,1998-11-02
9811217,9701147,1998-11-02
9811217,9701162,1998-11-02
9811217,9701165,1998-11-02
9811217,9701175,1998-11-02
9811217,9702061,1998-11-02
9811217,9704097,1998-11-02
9811217,9705030,1998-11-02
9811217,9705044,1998-11-02
9811217,9705104,1998-11-02
9811217,9705174,1998-11-02
9811217,9705220,1998-11-02
9811217,9706005,1998-11-02
9811217,9706110,1998-11-02
9811217,9706226,1998-11-02
9811217,9711013,1998-11-02
9811217,9801139,1998-11-02
9811217,9802194,1998-11-02
9811217,9802202,1998-11-02
9811217,9803224,1998-11-02
9811217,9804176,1998-11-02
9811217,9805189,1998-11-02
9811217,9806094,1998-11-02
9811217,9807096,1998-11-02
9909229,9301042,1999-09-02
9909229,9408099,1999-09-02
9909229,9503212,1999-09-02
9909229,9504090,1999-09-02
9909229,9505105,1999-09-02
9909229,9505162,1999-09-02
9909229,9507121,1999-09-02
9909229,9508155,1999-09-02
9909229,9511030,1999-09-02
9909229,9511164,1999-09-02
9909229,9603167,1999-09-02
9909229,9605036,1999-09-02
9909229,9607163,1999-09-02
9909229,9608085,1999-09-02
9909229,9702038,1999-09-02
9909229,9705030,1999-09-02
9909229,9705044,1999-09-02
9909229,9705104,1999-09-02
9909229,9706195,1999-09-02
9909229,9802194,1999-09-02
9909229,9806094,1999-09-02
9909229,9810064,1999-09-02
9909229,9903224,1999-09-02
9909229,9907041,1999-09-02
9909229,9907178,1999-09-02
9909229,9908142,1999-09-02
9909229,9909101,1999-09-02
9910238,9503124,1999-10-05
9910238,9504090,1999-10-05
9910238,9505105,1999-10-05
9910238,9505162,1999-10-05
9910238,9507158,1999-10-05
9910238,9511030,1999-10-05
9910238,9606017,1999-10-05
9910238,9606122,1999-10-05
9910238,9607163,1999-10-05
9910238,9607207,1999-10-05
9910238,9608039,1999-10-05
9910238,9608086,1999-10-05
9910238,9611063,1999-10-05
9910238,9611201,1999-10-05
9910238,9611230,1999-10-05
9910238,9612131,1999-10-05
9910238,9706195,1999-10-05
9910238,9707042,1999-10-05
9910238,9802194,1999-10-05
9910238,9901126,1999-10-05
9910238,9909229,1999-10-05
9910248,9401139,1999-10-06
9910248,9404151,1999-10-06
9910248,9407087,1999-10-06
9910248,9505105,1999-10-06
9910248,9506112,1999-10-06
9910248,9507050,1999-10-06
9910248,9507151,1999-10-06
9910248,9507158,1999-10-06
9910248,9508155,1999-10-06
9910248,9601036,1999-10-06
9910248,9602114,1999-10-06
9910248,9602118,1999-10-06
9910248,9603161,1999-10-06
9910248,9607163,1999-10-06
9910248,9607207,1999-10-06
9910248,9608086,1999-10-06
9910248,9609239,1999-10-06
9910248,9611137,1999-10-06
9910248,9611230,1999-10-06
9910248,9701162,1999-10-06
9910248,9703082,1999-10-06
9910248,9705104,1999-10-06
9910248,9707014,1999-10-06
9910248,9707042,1999-10-06
9910248,9712042,1999-10-06
9910248,9802194,1999-10-06
9910248,9805206,1999-10-06
9910248,9806094,1999-10-06
9910248,9907041,1999-10-06
9910248,9909229,1999-10-06
9910248,9910238,1999-10-06
9910268,9503124,1999-10-07
9910268,9601036,1999-10-07
9910268,9602114,1999-10-07
9910268,9603161,1999-10-07
9910268,9604034,1999-10-07
9910268,9605200,1999-10-07
9910268,9606086,1999-10-07
9910268,9607163,1999-10-07
9910268,9607207,1999-10-07
9910268,9609239,1999-10-07
9910268,9611063,1999-10-07
9910268,9611201,1999-10-07
9910268,9701162,1999-10-07
9910268,9702038,1999-10-07
9910268,9705030,1999-10-07
9910268,9705044,1999-10-07
9910268,9705104,1999-10-07
9910268,9705220,1999-10-07
9910268,9706005,1999-10-07
9910268,9706110,1999-10-07
9910268,9707042,1999-10-07
9910268,9811217,1999-10-07
9910268,9904115,1999-10-07
9910268,9909229,1999-10-07
9910268,9910216,1999-10-07
9910268,9910238,1999-10-07
9910268,9910248,1999-10-07
0001002,9201007,2000-01-01
0001002,9204031,2000-01-01
0001002,9210123,2000-01-01
0001002,9304062,2000-01-01
0001002,9306005,2000-01-01
0001002,9402089,2000-01-01
0001002,9604090,2000-01-01
0001002,9803235,2000-01-01
0001002,9807051,2000-01-01
0001002,9809015,2000-01-01
0001002,9810063,2000-01-01
0001002,9812035,2000-01-01
0001002,9902125,2000-01-01
0001002,9902155,2000-01-01
0001002,9904017,2000-01-01
0001002,9905012,2000-01-01
0001002,9905210,2000-01-01
0001002,9906064,2000-01-01
0001002,9906194,2000-01-01
0001002,9907070,2000-01-01
0001002,9907209,2000-01-01
0001002,9908076,2000-01-01
0001002,9908116,2000-01-01
0001002,9908186,2000-01-01
0001002,9909001,2000-01-01
0001002,9909041,2000-01-01
0001002,9909053,2000-01-01
0001002,9909058,2000-01-01
0001002,9909121,2000-01-01
0001002,9909134,2000-01-01
0001002,9910149,2000-01-01
0001002,9910219,2000-01-01
0001002,9912012,2000-01-01
0001002,9912118,2000-01-01
0001002,9912132,2000-01-01
0001002,9912187,2000-01-01
9803235,9506144,1998-03-04
9803235,9510161,1998-03-04
9803235,9510209,1998-03-04
9803235,9510227,1998-03-04
9803235,9511108,1998-03-04
9803235,9511203,1998-03-04
9803235,9601150,1998-03-04
9803235,9602070,1998-03-04
9803235,9603004,1998-03-04
9803235,9603142,1998-03-04
9803235,9605033,1998-03-04
9803235,9605136,1998-03-04
9803235,9606036,1998-03-04
9803235,9608019,1998-03-04
9803235,9608173,1998-03-04
9803235,9609209,1998-03-04
9803235,9610151,1998-03-04
9803235,9611134,1998-03-04
9803235,9611196,1998-03-04
9803235,9701048,1998-03-04
9803235,9704177,1998-03-04
9803235,9706171,1998-03-04
9803235,9706195,1998-03-04
9803235,9707143,1998-03-04
9803235,9707208,1998-03-04
9803235,9707223,1998-03-04
9803235,9708031,1998-03-04
9803235,9709043,1998-03-04
9803235,9709049,1998-03-04
9803235,9709214,1998-03-04
9803235,9710208,1998-03-04
9803235,9711080,1998-03-04
9803235,9711197,1998-03-04
9803235,9712214,1998-03-04
9803235,9801030,1998-03-04
9803235,9801087,1998-03-04
9803235,9801123,1998-03-04
9803235,9801204,1998-03-04
9803235,9802111,1998-03-04
9803235,9802148,1998-03-04
9905210,9310151,1999-05-03
9905210,9510209,1999-05-03
9905210,9602070,1999-05-03
9905210,9603133,1999-05-03
9905210,9604090,1999-05-03
9905210,9607164,1999-05-03
9905210,9608173,1999-05-03
9905210,9609209,1999-05-03
9905210,9611213,1999-05-03
9905210,9711200,1999-05-03
9905210,9801206,1999-05-03
9905210,9803235,1999-05-03
9905210,9805157,1999-05-03
9905210,9807051,1999-05-03
9905210,9809124,1999-05-03
9905210,9809147,1999-05-03
9905210,9810155,1999-05-03
9905210,9811089,1999-05-03
9905210,9811141,1999-05-03
9905210,9811193,1999-05-03
9905210,9812093,1999-05-03
9905210,9812118,1999-05-03
9905210,9812163,1999-05-03
9905210,9902071,1999-05-03
9905210,9903019,1999-05-03
9905210,9903225,1999-05-03
9905210,9904021,1999-05-03
9905210,9905012,1999-05-03
9905210,9905096,1999-05-03
9907209,9809124,1999-07-01
9907209,9811141,1999-07-01
9907209,9905210,1999-07-01
9907209,9906064,1999-07-01
9910219,9803235,1999-10-04
9910219,9902071,1999-10-04
9910219,9903225,1999-10-04
9910219,9905012,1999-10-04
9910219,9905210,1999-10-04
9910219,9906064,1999-10-04
9910219,9909053,1999-10-04
9910219,9909103,1999-10-04
9910219,9910093,1999-10-04
0001003,9912242,2000-01-01
9912242,9905221,1999-12-05
9912242,9906064,1999-12-05
9912242,9907209,1999-12-05
9912242,9909127,1999-12-05
9912242,9909130,1999-12-05
9912242,9910269,1999-12-05
9912242,9912160,1999-12-05
0001004,9810131,2000-01-02
0001005,9311183,2000-01-03
0001005,9506135,2000-01-03
0001005,9601078,2000-01-03
0001005,9603097,2000-01-03
0001005,9611092,2000-01-03
0001005,9611194,2000-01-03
0001005,9712257,2000-01-03
0001005,9805026,2000-01-03
0001005,9811178,2000-01-03
0001005,9901099,2000-01-03
0001005,9902132,2000-01-03
0001005,9904145,2000-01-03
0001005,9908025,2000-01-03
0001005,9908036,2000-01-03
0001005,9908040,2000-01-03
0001005,9909030,2000-01-03
0001005,9909114,2000-01-03
0001005,9909140,2000-01-03
0001005,9909163,2000-01-03
0001005,9910148,2000-01-03
0001005,9912239,2000-01-03
9712257,208020,1997-12-04
9712257,9309105,1997-12-04
9712257,9311183,1997-12-04
9712257,9403040,1997-12-04
9712257,9503207,1997-12-04
9712257,9506014,1997-12-04
9712257,9506135,1997-12-04
9712257,9509171,1997-12-04
9712257,9510017,1997-12-04
9712257,9603097,1997-12-04
9712257,9605042,1997-12-04
9712257,9606112,1997-12-04
9712257,9607229,1997-12-04
9712257,9610192,1997-12-04
9712257,9611064,1997-12-04
9712257,9612148,1997-12-04
9712257,9701190,1997-12-04
9712257,9702037,1997-12-04
9712257,9702194,1997-12-04
9712257,9702195,1997-12-04
9712257,9706057,1997-12-04
9712257,9707068,1997-12-04
9712257,9708040,1997-12-04
9712257,9708141,1997-12-04
9712257,9708166,1997-12-04
9712257,9711029,1997-12-04
9712257,9711069,1997-12-04
9712257,9711201,1997-12-04
9712257,9712186,1997-12-04
9912239,9404101,1999-12-04
9912239,9503207,1999-12-04
9912239,9603097,1999-12-04
9912239,9712257,1999-12-04
9912239,9811178,1999-12-04
9912239,9904145,1999-12-04
9912239,9908036,1999-12-04
9912239,9909030,1999-12-04
9912239,9909114,1999-12-04
9912239,9909140,1999-12-04
9912239,9910148,1999-12-04
0001006,9910243,2000-01-02
9910243,9501063,1999-10-05
9910243,9511002,1999-10-05
9910243,9805093,1999-10-05
0001007,9405171,2000-01-02
0001007,9807069,2000-01-02
0001007,9901148,2000-01-02
0001007,9911150,2000-01-02
0001008,9301008,2000-01-02
0001008,9301014,2000-01-02
0001008,9303112,2000-01-02
0001008,9405029,2000-01-02
0001008,9409139,2000-01-02
0001008,9507046,2000-01-02
0001009,9610215,2000-01-02
0001010,9603136,2000-01-02
0001010,9608174,2000-01-02
0001010,9706225,2000-01-02
0001010,9808157,2000-01-02
0001010,9901128,2000-01-02
9706225,9408074,1997-06-03
9706225,9501096,1997-06-03
9706225,9506002,1997-06-03
9706225,9510135,1997-06-03
9706225,9511222,1997-06-03
9706225,9606082,1997-06-03
9706225,9608169,1997-06-03
9706225,9608174,1997-06-03
9706225,9611043,1997-06-03
9706225,9612143,1997-06-03
9706225,9612182,1997-06-03
9706225,9702106,1997-06-03
9706225,9704167,1997-06-03
9706225,9705117,1997-06-03
9706225,9705127,1997-06-03
9706225,9705138,1997-06-03
0001011,9510135,2000-01-03
0001011,9610043,2000-01-03
0001011,9612115,2000-01-03
0001011,9703038,2000-01-03
0001011,9703078,2000-01-03
0001011,9708039,2000-01-03
0001011,9710231,2000-01-03
0001011,9711162,2000-01-03
0001011,9711200,2000-01-03
0001011,9712072,2000-01-03
0001011,9804041,2000-01-03
0001011,9804163,2000-01-03
0001011,9805069,2000-01-03
0001011,9902004,2000-01-03
0001011,9903205,2000-01-03
0001011,9907211,2000-01-03
0001011,9908019,2000-01-03
0001011,9908142,2000-01-03
0001011,9909081,2000-01-03
0001011,9909176,2000-01-03
9710231,9204083,1997-10-03
9710231,9308139,1997-10-03
9710231,9403058,1997-10-03
9710231,9405069,1997-10-03
9710231,9407111,1997-10-03
9710231,9408074,1997-10-03
9710231,9409089,1997-10-03
9710231,9410167,1997-10-03
9710231,9501068,1997-10-03
9710231,9503124,1997-10-03
9710231,9504095,1997-10-03
9710231,9505073,1997-10-03
9710231,9506126,1997-10-03
9710231,9507048,1997-10-03
9710231,9508154,1997-10-03
9710231,9510086,1997-10-03
9710231,9510135,1997-10-03
9710231,9510169,1997-10-03
9710231,9510209,1997-10-03
9710231,9511043,1997-10-03
9710231,9511193,1997-10-03
9710231,9512059,1997-10-03
9710231,9512062,1997-10-03
9710231,9512196,1997-10-03
9710231,9512219,1997-10-03
9710231,9602010,1997-10-03
9710231,9602022,1997-10-03
9710231,9602071,1997-10-03
9710231,9602102,1997-10-03
9710231,9602114,1997-10-03
9710231,9602144,1997-10-03
9710231,9603009,1997-10-03
9710231,9603081,1997-10-03
9710231,9603113,1997-10-03
9710231,9603127,1997-10-03
9710231,9603142,1997-10-03
9710231,9603161,1997-10-03
9710231,9604042,1997-10-03
9710231,9604055,1997-10-03
9710231,9604133,1997-10-03
9710231,9604139,1997-10-03
9710231,9605053,1997-10-03
9710231,9606185,1997-10-03
9710231,9607057,1997-10-03
9710231,9607201,1997-10-03
9710231,9608024,1997-10-03
9710231,9608096,1997-10-03
9710231,9608117,1997-10-03
9710231,9609159,1997-10-03
9710231,9609161,1997-10-03
9710231,9610043,1997-10-03
9710231,9610082,1997-10-03
9710231,9610236,1997-10-03
9710231,9611042,1997-10-03
9710231,9611050,1997-10-03
9710231,9611164,1997-10-03
9710231,9611202,1997-10-03
9710231,9611215,1997-10-03
9710231,9612087,1997-10-03
9710231,9612121,1997-10-03
9710231,9612157,1997-10-03
9710231,9612162,1997-10-03
9710231,9612198,1997-10-03
9710231,9612223,1997-10-03
9710231,9701025,1997-10-03
9710231,9702006,1997-10-03
9710231,9702101,1997-10-03
9710231,9702136,1997-10-03
9710231,9702187,1997-10-03
9710231,9702203,1997-10-03
9710231,9703030,1997-10-03
9710231,9703052,1997-10-03
9710231,9703056,1997-10-03
9710231,9703102,1997-10-03
9710231,9703208,1997-10-03
9710231,9703218,1997-10-03
9710231,9704018,1997-10-03
9710231,9704029,1997-10-03
9710231,9704041,1997-10-03
9710231,9704080,1997-10-03
9710231,9704089,1997-10-03
9710231,9704123,1997-10-03
9710231,9704127,1997-10-03
9710231,9704158,1997-10-03
9710231,9704197,1997-10-03
9710231,9705046,1997-10-03
9710231,9705055,1997-10-03
9710231,9705110,1997-10-03
9710231,9705113,1997-10-03
9710231,9705117,1997-10-03
9710231,9705132,1997-10-03
9710231,9705175,1997-10-03
9710231,9705188,1997-10-03
9710231,9705190,1997-10-03
9710231,9706039,1997-10-03
9710231,9706072,1997-10-03
9710231,9706177,1997-10-03
9710231,9706194,1997-10-03
9710231,9706196,1997-10-03
9710231,9707014,1997-10-03
9710231,9707079,1997-10-03
9710231,9707093,1997-10-03
9710231,9707099,1997-10-03
9710231,9707164,1997-10-03
9710231,9707217,1997-10-03
9710231,9707228,1997-10-03
9710231,9707250,1997-10-03
9710231,9707259,1997-10-03
9710231,9708012,1997-10-03
9710231,9708022,1997-10-03
9710231,9708034,1997-10-03
9710231,9708037,1997-10-03
9710231,9708063,1997-10-03
9710231,9708119,1997-10-03
9710231,9709107,1997-10-03
9710231,9709220,1997-10-03
9710231,9710009,1997-10-03
9710231,9710014,1997-10-03
9710231,9710104,1997-10-03
9710231,9710174,1997-10-03
9710231,9710178,1997-10-03
9903205,9310187,1999-03-01
9903205,9603097,1999-03-01
9903205,9611050,1999-03-01
9903205,9612205,1999-03-01
9903205,9706132,1999-03-01
9903205,9711162,1999-03-01
9903205,9711165,1999-03-01
9903205,9803031,1999-03-01
9903205,9803067,1999-03-01
9903205,9804188,1999-03-01
9903205,9806099,1999-03-01
9903205,9810072,1999-03-01
9903205,9811178,1999-03-01
9903205,9811237,1999-03-01
9903205,9812193,1999-03-01
9903205,9812219,1999-03-01
9903205,9902004,1999-03-01
9907211,9503124,1999-07-01
9907211,9510017,1999-07-01
9907211,9510135,1999-07-01
9907211,9608024,1999-07-01
9907211,9610043,1999-07-01
9907211,9612157,1999-07-01
9907211,9703056,1999-07-01
9907211,9704080,1999-07-01
9907211,9708012,1999-07-01
9907211,9708147,1999-07-01
9907211,9709027,1999-07-01
9907211,9709220,1999-07-01
9907211,9710009,1999-07-01
9907211,9712185,1999-07-01
9907211,9807060,1999-07-01
9907211,9812184,1999-07-01
9907211,9812239,1999-07-01
9907211,9903210,1999-07-01
9907211,9904095,1999-07-01
0001012,9205059,2000-01-03
0001012,9206053,2000-01-03
0001012,9302035,2000-01-03
0001012,9306002,2000-01-03
0001012,9403141,2000-01-03
0001012,9405136,2000-01-03
0001012,9506136,2000-01-03
0001012,9507109,2000-01-03
0001012,9702190,2000-01-03
0001012,9911110,2000-01-03
0001013,1002,2000-01-03
0001013,1003,2000-01-03
0001013,9906064,2000-01-03
0001013,9907209,2000-01-03
0001013,9909076,2000-01-03
0001013,9909127,2000-01-03
0001013,9909130,2000-01-03
0001013,9909205,2000-01-03
0001013,9911055,2000-01-03
0001013,9911234,2000-01-03
0001013,9912276,2000-01-03
9909205,9210123,1999-09-01
9909205,9301052,1999-09-01
9909205,9604090,1999-09-01
9909205,9808138,1999-09-01
9909205,9903225,1999-09-01
9909205,9906064,1999-09-01
9909205,9908018,1999-09-01
9909205,9909058,1999-09-01
9909205,9909070,1999-09-01
9909205,9909130,1999-09-01
9909205,9909134,1999-09-01
9911234,9604090,1999-11-04
9911234,9905210,1999-11-04
9911234,9906182,1999-11-04
9911234,9907209,1999-11-04
9911234,9908076,1999-11-04
9911234,9908104,1999-11-04
9911234,9908116,1999-11-04
9911234,9908174,1999-11-04
9911234,9908186,1999-11-04
9911234,9909001,1999-11-04
9911234,9909048,1999-11-04
9911234,9909053,1999-11-04
9911234,9909058,1999-11-04
9911234,9909076,1999-11-04
9911234,9909134,1999-11-04
9911234,9909199,1999-11-04
9911234,9910081,1999-11-04
9911234,9912182,1999-11-04
9912276,9906064,1999-12-09
9912276,9912018,1999-12-09
0001014,9502097,2000-01-03
0001014,9606100,2000-01-03
0001014,9803011,2000-01-03
0001014,9806244,2000-01-03
0001014,9807215,2000-01-03
0001014,9903055,2000-01-03
0001014,9903266,2000-01-03
0001014,9904136,2000-01-03
9806244,9411080,1998-06-03
9806244,9511139,1998-06-03
9806244,9511176,1998-06-03
