ToNodeId,Title,Authors,Date,Seed
9711204,Recent results on UV-regularisation through UV-modified uncertainty,"A. Kempf (DAMTP, Cambridge)",1997-11-03,eed04af6f57f3edef9c340246f184069ee610bd0068d7e442c4be99d4d03eee1
9810215,On the Structure of Space-Time at the Planck Scale,"A. Kempf (IFT, Univ. of Florida)",1998-10-01,cb4a34b7be19abc80ccc1c89652b15d4d3803218913ef8dd4a254a3efb366747
9411235,Covariant Duality Symmetric Actions,A. Khoudeir and N. Pantoja,1994-11-07,c10ea33a069a5cfdce465e87b1b68c8e1e1b8ca11d1c4679aaeeefcf7a2ebae9
9611217,"Mesons, Baryons and Waves in the Baby Skyrmion Model","A. Kudryavtsev, B. Piette and W.J. Zakrzewski",1996-11-03,c52647a0f958abf5000f15b3dbb2451a29d2d268a08c6726f9bcf70feef8d376
9611218,On the Eleventh Dimension of String Theory,"A. Kudryavtsev, B. Piette and W.J. Zakrzewski",1996-11-03,c52647a0f958abf5000f15b3dbb2451a29d2d268a08c6726f9bcf70feef8d376
9503227,Boundary energy and boundary states in integrable quantum field theories,"A. LeClair, G. Mussardo, H. Saleur, S. Skorik",1995-03-03,39e7129e0c3df8b48e6c21b554d9719b07fd4174bf167c8011d2ef1100507deb
9503228,STRINGY EVIDENCE FOR D=11 STRUCTURE IN STRONGLY COUPLED TYPE II-A,"A. LeClair, G. Mussardo, H. Saleur, S. Skorik",1995-03-03,39e7129e0c3df8b48e6c21b554d9719b07fd4174bf167c8011d2ef1100507deb
9906205,Bosonization at Finite Temperature and Anyon Condensation,"A. Liguori, M. Mintchev, L. Pilo",1999-06-01,7f6b9400b2f5874a5dfb623dc37c1417afae75a850cf124ae802a9337aeb7ab3
9906206,"Supergravity, D-brane Probes and thermal super Yang-Mills: a comparison","A. Liguori, M. Mintchev, L. Pilo",1999-06-01,7f6b9400b2f5874a5dfb623dc37c1417afae75a850cf124ae802a9337aeb7ab3
9807220,Exact solutions of graded Temperley-Lieb Hamiltonians,A. Lima-Santos,1998-07-02,98b68e1894847ea41e911e81488265203349fb453bdd0de5fc42a7a7b5624a02
9807219,Bethe Ansatze for 19-vertex Models,A. Lima-Santos,1998-07-02,98b68e1894847ea41e911e81488265203349fb453bdd0de5fc42a7a7b5624a02
9610242,Non-perturbative Quantum Theories and Integrable Equations,A. Marshakov,1996-10-04,5b01da699f5b99c7e012697f7c1fef991b576888516a762f7d084f9e58cb69ad
9612243,The Paths of Unification In The GUST With The G x G Gauge Groups of E(8),"A. Maslikov (2), I. Naumov (2), G. Volkov (1,2) ((1) INFN Sezione di",1996-12-03,c9c04d7d9aef4e51612cc656d663ff1b0538a8d119aa278be5993d1c167cda00
9612244,Fermion Ground State of Three Particles in a Harmonic Potential Well and,"A. Maslikov (2), I. Naumov (2), G. Volkov (1,2) ((1) INFN Sezione di",1996-12-04,c9c04d7d9aef4e51612cc656d663ff1b0538a8d119aa278be5993d1c167cda00
9612245,Super--Toda Models Associated to Any (super--)Lie Algebras,"A. Maslikov (2), I. Naumov (2), G. Volkov (1,2) ((1) INFN Sezione di",1996-12-04,c9c04d7d9aef4e51612cc656d663ff1b0538a8d119aa278be5993d1c167cda00
9412210,W-Strings on Group Manifolds,A. Mikovic\'c and B. Sazdovi\'c,1994-12-01,cedfb4d236afe1c13f8c43812dc4fa2e3e2d0ee4e22d0cc6eb064fa28f11b2ab
9412212,Temporal-gauge String Field with Open Strings,A. Mikovic\'c and B. Sazdovi\'c,1994-12-01,cedfb4d236afe1c13f8c43812dc4fa2e3e2d0ee4e22d0cc6eb064fa28f11b2ab
9412211,Black Hole Entropy,A. Mikovic\'c and B. Sazdovi\'c,1994-12-01,cedfb4d236afe1c13f8c43812dc4fa2e3e2d0ee4e22d0cc6eb064fa28f11b2ab
9312213,On a c-number quantum $\tau$-function,"A. Mironov, A. Morozov, L. Vinet",1993-12-02,197f249f006a31fb942be2d16693ec4aca832f48a756d55d1c6886cf043ca50f
9312214,The representations of Temperley-Lieb-Jones algebras,"A. Mironov, A. Morozov, L. Vinet",1993-12-02,197f249f006a31fb942be2d16693ec4aca832f48a756d55d1c6886cf043ca50f
9911224,Reaction-rate formula in out of equilibrium quantum field theory,"A. Niegawa, K. Okano, and H. Ozaki",1999-11-03,9b49d2e86e0473c91a44cfcb3ee36c6634db37f15b227b0b996a42df92760bd3
9807227,Supersymmetric extensions of affine Toda theories,A. Opfermann,1998-07-02,bbc7bbf58a6227aaeefc2f9a027f63cddcef628e88d0305aee3af429736a9464
9803207,Description of the higher massless irreducible integer spins in the BRST,A. Pashnev and M. Tsulaia,1998-02-28,ff665fdeae13e20a855549e1e389b3992088650b2feea22b4dbfbe0c051d5ccc
9803208,New Gauge Invariant Formulation of the Chern-Simons Gauge Theory,A. Pashnev and M. Tsulaia,1998-02-28,ff665fdeae13e20a855549e1e389b3992088650b2feea22b4dbfbe0c051d5ccc
9710237,On the Evaluation of Compton Scattering Amplitudes in String Theory,"A. Pasquinucci, M. Petrini",1997-10-03,ab372df3e582fd5d24cb6e526103b010fea5d1008198447e087f43d354a72c42
9811237,Boundary Deformation Theory and Moduli Spaces of D-Branes,A. Recknagel and V. Schomerus,1998-11-04,56399f1a2786eb0fbe1859af956ec3080b1005d6c20ab0d7e5629e25e6445e72
9812238,Note on the Massive Rarita-Schwinger Field in the AdS/CFT correspondence,"A. S. Koshelev, O. A. Rytchkov",1998-12-03,599e3b70eafb15cf185a06dc84eef199839f396fc1d5fdca82dd454a86860750
9703222,N=2 Super-Conformal Filed Theory on the Basis of osp(2|2),A. Shafiekhani and W.-S. Chung,1997-03-03,9a0aca550c4d1dfae7eacfdb02715935569ffb8a3c847de9e01eff36284ea1d8
9706217,Complex BPS domain walls and phase transition in mass in supersymmetric,"A. Smilga, A. Veselov",1997-06-02,94119f1772dae22d931441166c338554f5fc073c625c37b49707938685a4324a
9811257,General Scalar Exchange in AdS_d+1,A. Stern,1998-11-05,86ff5d3ff7d019312ba2dfe28526a5f533a3d6a54cc803079549a5aa9bd7ff43
9811256,Hamiltonian Approach to Poisson Lie T-Duality,A. Stern,1998-11-05,86ff5d3ff7d019312ba2dfe28526a5f533a3d6a54cc803079549a5aa9bd7ff43
9605209,Quantum Fields in Hyperbolic Space-Times with Finite Spatial Volume,"A.A. Bytsenko, Guido Cognola and Sergio Zerbini",1996-05-02,4db9d970785b02061115cb441fcd406fa1f544d171fbfeed931c4b30080d64b3
9605210,Dirac's Legacy: Light-Cone Quantization,"A.A. Bytsenko, Guido Cognola and Sergio Zerbini",1996-05-02,4db9d970785b02061115cb441fcd406fa1f544d171fbfeed931c4b30080d64b3
9811229,Classical description of spinning degrees of freedom of relativistic,A.A. Deriglazov and D.M. Gitman,1998-11-03,921baaac36998b1ba6fd7945ec20d637ee823fa943038476e24e6b3c8a6147e9
9809212,The classical and Quantum Analysis of a Charged Particle on the,A.A. Rodrigues Sobreira and E.R. Bezerra de Mello,1998-09-01,8214ecc7b43ad084a56e0a6430e69f49acb9afb3504cefcac1afef2ce4f4c34c
9512201,Physical Spectra in String Theories --- BRST Operators and Similarity,"A.A.Andrianov (Institute of Physics, Sankt-Petersburg), N.V.Romanenko",1995-12-01,6fdabac75d4f144e925ee11528b0abe4e6e689e70ce55ecc679c4e3d041efaba
9710222,Instantons and Non-Perturbative Dynamics of N=2 Supersymmetric Abelian,A.A.Penin,1997-10-02,81caa4622ef889287cceb26cc3407cf1050bc04777f9334ef4e53bf16e0e8764
9511230,On the Connectedness of the Moduli Space of Calabi--Yau Manifolds,"A.C. Avram, P. Candelas, D. Jancic, M. Mandelberg",1995-11-03,38513b05a5dcbe101c8f7c58d61ec8ffcc51def7b8a02a89095c0dc4bcd1a013
9712245,"Reply to Comment on ""Duality of x and psi in Quantum Mechanics""",A.E. Faraggi and M. Matone,1997-12-03,6219d94fcd2e3a973c89780c298a17e390af4c93285e5aba83ade67fff4075ef
9712246,Deformed Oscillator Algebras and Higher-Spin Gauge Interactions of,A.E. Faraggi and M. Matone,1997-12-03,6219d94fcd2e3a973c89780c298a17e390af4c93285e5aba83ade67fff4075ef
9906236,Chiral Symmetry restoration in the massive Thirring model at finite T,"A.Gomez Nicola (UCM, Madrid), R.J.Rivers (Imperial College, London),",1999-06-03,68d2847b8fb8d4a8188b319e008a0ef82c1133cb5d6bf65f04a3f64ac6c396fa
9510224,Towards effective topological gauge theories on spectral curves,"A.Gorsky, A.Marshakov",1995-10-04,4590de1797b93e5b03fb7792d59dc8f6458fad76c2fed601e6ea6f5a5a629bc0
9710239,"SUSY field theories, integrable systems and their stringy/brane origin","A.Gorsky, S.Gukov, A.Mironov",1997-10-04,aaae46865213cb1d8d0152e7cbefb904ad10d1e64469c7cbda8432bc46fa62ed
9411207,N-point matrix elements of dynamical vertex operators of the higher spin,A.H. Bougourzi,1994-10-31,1204d63b67a0ddaa89ff2f2074fed5e7cd9291bea605ee5d8f98f26b7263fb7d
9709216,A geometrical angle on Feynman integrals,"A.I. Davydychev, R. Delbourgo",1997-09-02,e29feca6a2559f431fd6a47e10b865d00e364439dbb5252927d995d4ee38a16f
9510234,On the Ubiquity of K3 Fibrations in String Duality,"A.I.Bugrij, V.N.Shadura (Bogoliubov Institute for Theoretical Physics,",1995-10-05,dc7e0b9c238306da74df834f9818eca168a46e57459d858144504a291407f695
9510232,Three-loop contributions to the free energy of $\lambda\varphi^4$ QFT,"A.I.Bugrij, V.N.Shadura (Bogoliubov Institute for Theoretical Physics,",1995-10-05,dc7e0b9c238306da74df834f9818eca168a46e57459d858144504a291407f695
9510233,Notes on a singular Landau-Ginzburg family,"A.I.Bugrij, V.N.Shadura (Bogoliubov Institute for Theoretical Physics,",1995-10-05,dc7e0b9c238306da74df834f9818eca168a46e57459d858144504a291407f695
9605204,"Generalized Fock Spaces, New Forms of Quantum Statistics and their",A.K.Mishra and G.Rajasekaran (Institute of Mathematical Sciences),1996-05-02,e0ebf64676dce1014bd02a5a62cec9bd04b03cf4d1aaff1e248782f2dceba46d
9605205,A Hidden Connection between Lax Descriptions and Superextensions of KdV,A.K.Mishra and G.Rajasekaran (Institute of Mathematical Sciences),1996-05-02,e0ebf64676dce1014bd02a5a62cec9bd04b03cf4d1aaff1e248782f2dceba46d
9908204,The Freckled Instantons,"A.Losev, N.Nekrasov and S.Shatashvili",1999-07-31,c98868f9c0a48c56092d2767ffe98794f7e148a5abaf4e7c4e0438d4c56dd032
9709207,Classical limit of the Knizhnik-Zamolodchikov-Bernard equations as,"A.M.Levin, M.A.Olshanetsky",1997-09-01,1b40ce5ae2addd5fb78a6f0491bf1d40d8d7fd6cbf717c2dff9e46918b9e9bd7
9312212,$2d$ gravity and matrix models. I. $2d$ gravity,A.Mironov,1993-12-02,3e603ef8d0a2b9a9c7b0696e403ff6dad428449ad19ab39c0e20846115f3df26
9510217,Noncommutative Lattices as Finite Approximations and Their,"A.P. Balachandran, G. Bimonte, E. Ercolessi, G. Landi, F. Lizzi, G.",1995-10-03,1b57d29c3777c848c2e26596016025b50678ca23dbcab06d5e0f30758c6e95b0
9510218,Gromov-Witten Invariants via Algebraic Geometry,"A.P. Balachandran, G. Bimonte, E. Ercolessi, G. Landi, F. Lizzi, G.",1995-10-03,1b57d29c3777c848c2e26596016025b50678ca23dbcab06d5e0f30758c6e95b0
9810252,On a different BRST constructions for a given Lie algebra,A.Pashnev and M.Tsulaia,1998-10-05,135ba69e12ddac64b166b968af48c694ba209f38110c6c3979511cc698a96ab4
9911209,Monopole Solutions in AdS Space,"A.R.Lugo, E.F.Moreno and F.A.Schaposnik",1999-11-02,f1c6c04c8cdecbdaafdf9f4e6db808668eec94b7b67caee9b57b34606c78a343
9911210,Null Branes in String Theory Backgrounds,"A.R.Lugo, E.F.Moreno and F.A.Schaposnik",1999-11-02,f1c6c04c8cdecbdaafdf9f4e6db808668eec94b7b67caee9b57b34606c78a343
9803205,Gravitational Anomaly Cancellation for M-Theory Fivebranes,"A.S. Mueller, A.C. Kalloniatis, H.-C. Pauli",1998-02-28,989cfcdfbeebeefb570409f246e060c476c220b3ffce64d38e51d395e737e038
9803204,Effect of Zero Modes on the Bound-State Spectrum in Light-Cone,"A.S. Mueller, A.C. Kalloniatis, H.-C. Pauli",1998-02-28,989cfcdfbeebeefb570409f246e060c476c220b3ffce64d38e51d395e737e038
9709203,Reducible Connections in Massless Topological QCD and 4-manifolds,A.Sako,1997-09-01,a5807fe4773a74d55100f84dd10dc682539368c98fb2e1fd4077584adef5652a
9607225,Consistent two--dimensional chiral gravity,"A.Smailagic, E.Spallucci",1996-07-02,914533621186ed3682e39e02a8ede69dd4cff0e058f8b824e76bb75e8a612540
9807203,BPS and non-BPS domain walls in supersymmetric QCD,A.V. Smilga,1998-07-01,3b980f43d339eb172f1446453497924c647c3e6449f4555facd885ba4c8a84f4
9705218,Chiral Symmetry Breaking in the Nambu-Jona-Lasinio Model in External,"A.Yu. Babansky, E.V. Gorbar, and G.V. Shchepanyuk",1997-05-02,39307baad5b1e4caba00fbee580adca6008a6187640550e4ab12858c27abf3f6
9806202,Comment about UV regularization of basic commutators in string theories,"A.Yu. Kamenshchik, I.M. Khalatnikov (Landau Institute for Theoretical",1998-05-30,2bc6e20442fd9be0fcd692e55ab3935f0b45311387977aa89d6d50e9bf57a82d
9911231,Aharonov-Bohm Effect in the Abelian-Projected SU(3)-QCD with,"Abhay Ashtekar and Saurya Das (CGPG, Penn State University)",1999-11-04,b0abd243c920a1038c9b322b0658997679fbfedc66795b2ad580007fc7fdb9d2
9911230,Asymptotically Anti-de Sitter Space-times: Conserved Quantities,"Abhay Ashtekar and Saurya Das (CGPG, Penn State University)",1999-11-04,b0abd243c920a1038c9b322b0658997679fbfedc66795b2ad580007fc7fdb9d2
9503209,ON GRAVITATIONAL DRESSING OF 2D FIELD THEORIES IN CHIRAL GAUGE,Adel Bilal and Ian. I. Kogan,1995-03-01,287ede309f6a3bbfc35ecc11a686384485db99a8014da91a9efc1148f0094ba7
9912240,Finite Temperature QED: Non-Cancellation of Infrared Divergencies and,Adrian Muller,1999-12-05,0a017eb11b352a98a2f963b59d8adfc9d910d21bf30b57f307f2c4280a60b5ee
9909226,Monopole and Dyon Solutions in AdS space,Adrian R. Lugo and Fidel A. Schaposnik,1999-09-02,bfbca76fdb119d2e1004061b16ebc8200da094fce2436b0af351535b5c6634b2
9511224,Catalysis of Dynamical Symmetry Breaking by a Magnetic Field,"Ahmed Hindawi, Burt A. Ovrut, Daniel Waldram",1995-11-03,f8ac32fee66e37259d182efc97fdccc790214e940ee2feed88494c5018386d3b
9511223,Four-Dimensional Higher-Derivative Supergravity and Spontaneous,"Ahmed Hindawi, Burt A. Ovrut, Daniel Waldram",1995-11-03,f8ac32fee66e37259d182efc97fdccc790214e940ee2feed88494c5018386d3b
9610250,Perturbative Dynamics of Fractional Strings on Multiply Wound D-strings,Akikazu Hashimoto,1996-10-04,78acf5f60de4ccff6079c1b6bced1c7c7a8b7da6591f0dd9d049ff648117f591
9903227,Holographic description of D3-branes in flat space,Akikazu Hashimoto,1999-03-02,78acf5f60de4ccff6079c1b6bced1c7c7a8b7da6591f0dd9d049ff648117f591
9611214,Scattering of Strings from D-branes,Akikazu Hashimoto and Igor Klebanov,1996-11-02,88ccacec94a65ddd760861040b4cf6d7d9cedb159f1b5d1837773c42ef7491da
9909202,Monopoles and Dyons in Non-Commutative Geometry,Akikazu Hashimoto and Koji Hashimoto,1999-09-01,f48906d29160fff078d7de33dd22bcbe4d2ccba422690c1f54bec242f7b32b91
9703217,Fluctuation Spectra of Tilted and Intersecting D-branes from the,Akikazu Hashimoto and Washington Taylor IV,1997-03-03,6eeb0bd67d5fc400042f33f2d2d0917aacf70c78ab58876ecaa670e592758e3f
9903231,D=5 Simple Supergravity on AdS_2 \times S^3,"Akira Fujii, Ryuji Kemmoku (KEK-Tanashi)",1999-03-02,adbdc425bff877172fb20f8d6ea6360635de1c1f15e20050a51087ccd4cc419b
9512224,Loop Variables and Gauge Invariant Interactions of Massive Modes in,Alan Kostelecky and Malcolm Perry,1995-12-04,3d3d75e95e538c1e243994c2bc7c4058033f62b4fad3883254b9ee77e0813786
9512223,Instanton Moduli for T**3xR,Alan Kostelecky and Malcolm Perry,1995-12-04,3d3d75e95e538c1e243994c2bc7c4058033f62b4fad3883254b9ee77e0813786
9512222,Solitonic Black Holes in Gauged N=2 Supergravity,Alan Kostelecky and Malcolm Perry,1995-12-04,3d3d75e95e538c1e243994c2bc7c4058033f62b4fad3883254b9ee77e0813786
9912243,Off-shell structure of the string sigma model,"Alan Kostelecky, Malcolm Perry, Robertus Potting",1999-12-05,efc0cfddb85d8d6e0dad3273fd981c7166ddea8c299caca13f90dea43878508f
9609205,Abelian BF Theories and Knot Invariants,Alberto S. Cattaneo (Harvard University),1996-08-30,e84116cdee27df446d9e9b9591cd2e455b563ed093d7611cb5ace6eedac4f956
9903265,Can the Red Shift be a consequence of the Dilaton field?,Alejandro Cabo and Alexis Amezaga,1999-03-05,671821b46f846eb0990f3719ad1cdbaa00b59affb7841e1d1976b8f2d7f177c4
9805202,Bound states and brane annihilation in 11 $D$ SUGRA,Aleksey Nudelman,1998-05-01,1a5fe75e45a697a72bc7cf79b892c642cbf50a39b326e7e4519aa9eb710e68b7
9907203,Anomaly Cancelations in Orientifolds with Quantized B Flux,"Alex Buchel, Gary Shiu and S.-H. Henry Tye",1999-07-01,b6094bf0e13dc0cfee547ac26b6ee4b88e0c683738bab3bebfef15e7d7db6183
9411221,On the Lagrangian Realization of Non-Critical ${\cal W}$-Strings,"Alex Deckmyn, Ruud Siebelink, Walter Troost and Alexander Sevrin",1994-11-03,7a0152d90e52b37d0fc951977f8af843821717a709b4be08a94626c35606d84f
9609220,De Rham Cohomology of the Supermanifolds and Superstring BRST Cohomology,Alexander Belopolsky,1996-09-02,886985b8e3fe6673834ebc5fecb5aaad4f709a76a0c9564620ad942a525c9cfa
9410228,Integrable many-body problems from the field theories,Alexander Gorsky,1994-10-05,b004122c6efc5131d578f7fe9249b3d20ed9d00033ad68923cad6f0006c904f0
9612238,Branes and integrability in the N=2 SUSY YM theory,Alexander Gorsky,1996-12-03,b004122c6efc5131d578f7fe9249b3d20ed9d00033ad68923cad6f0006c904f0
9506205,Infinite-dimensional algebras in dimensionally reduced string theory,Alexandros A. Kehagias,1995-06-01,244c3d1f96dd744fb2cd0ac1b02618030603a333c196cbd624aa033f3ac36812
9506206,Two-dimensional Quantum-Corrected Eternal Black Hole,Alexandros A. Kehagias,1995-06-01,244c3d1f96dd744fb2cd0ac1b02618030603a333c196cbd624aa033f3ac36812
9910234,Instantons in curvilinear coordinates,"Alexei A. Abrikosov, jr",1999-10-05,481a891dbcddb249e94e68573b50a13306e877ae2c3ea9045ae747eb365ffe71
9810211,Generalized Calogero models through reductions by discrete symmetries,Alexios P. Polychronakos,1998-10-01,4d50d95b2e349f86efc821855940b5c8175964f674c5e9f806901131186bd218
